-3.1032,-17.951,6.5773,2.1641,0.37085,0.83122,-0.34814,0.077753,-0.25222,-0.15906,-0.59326,-0.33701,-0.24298,-0.17021,-0.017475,-0.069633,0.017718,0.0094738,0.0022519,0.0040526,-0.00048086,0.00080929,-0.00059473,-0.00088237,-0.0025496,-0.0011266,-0.00085638,-0.00088695,4.4366e-05,7.9101e-05,-4.1239e-05,-0.00020611,-0.0001107,-0.00012892,-0.00014321,-2.1247e-06,3.6366e-05,-7.2448e-05,-8.7202e-05,-3.9395e-05,1.734e-06,-2.8714e-05,0
-3.2691,-18.087,6.5256,2.1751,0.41407,0.89805,-0.40171,-0.019609,-0.23185,-0.060054,-0.57272,-0.3452,-0.21293,-0.1428,-0.01598,-0.069112,0.018574,0.010402,0.0028142,0.0042232,-0.00028368,0.00097835,-0.00085884,-0.0009295,-0.0022307,-0.00064137,-0.00065428,-0.00083555,0.00075232,0.0005325,0.00034519,1.5481e-05,0.00012758,0.00013664,8.4838e-06,7.4766e-06,-3.6032e-05,-0.00010557,-3.515e-05,7.4365e-05,-3.1698e-05,-0.00011113,0
-2.9296,-18.093,6.6756,2.5323,0.44184,0.84479,-0.24618,0.01009,-0.29788,-0.12013,-0.52934,-0.30454,-0.22094,-0.094236,-0.018147,-0.06782,0.018295,0.0088703,0.0024835,0.0037221,-0.00063889,0.00117,-0.00045158,-0.00045666,-0.0018959,-0.00091349,-0.00043001,-0.00029791,5.7175e-05,-0.00033705,-9.2142e-05,0.00057182,0.00032022,-0.00024616,-4.026e-05,0.0002274,0.00021324,0.00010835,6.0913e-05,3.923e-05,-7.4403e-06,-3.4101e-05,0
-3.0861,-18.248,6.6446,2.4799,0.3848,0.86152,-0.27195,0.041163,-0.28487,-0.12651,-0.56004,-0.31142,-0.23001,-0.12613,-0.016214,-0.068623,0.018539,0.0099152,0.0026392,0.0039853,-0.00050789,0.00091907,-0.00072288,-0.00070802,-0.0021546,-0.00087143,-0.00090372,-0.00098967,0.00039957,0.00057266,0.00032836,-8.2546e-05,-3.5073e-05,-0.00013256,-0.00015517,-7.1781e-05,-4.8039e-05,-2.2804e-05,-5.2808e-05,-1.7609e-05,2.686e-06,-4.8716e-06,0
-2.5857,-17.74,6.7881,2.5549,0.51811,0.76064,-0.33066,-0.04369,-0.31128,-0.15544,-0.54986,-0.28896,-0.18091,-0.084557,-0.017816,-0.07012,0.017886,0.010321,0.0022807,0.0036339,-0.00085575,0.00053857,-0.00098836,-0.0011642,-0.0026264,-0.0010522,-0.00071471,-0.00075214,-0.00039428,-1.0282e-05,2.0511e-05,-7.5548e-05,-0.00010568,-0.00011028,-0.00020738,-0.00012111,-8.4259e-05,-0.00017521,-0.00016967,-4.1509e-05,6.7215e-05,3.3319e-05,0
-2.761,-17.639,6.7697,2.2759,0.38389,0.81197,-0.31246,0.001877,-0.25816,-0.13311,-0.55372,-0.31679,-0.23024,-0.12202,-0.017296,-0.066879,0.018852,0.0074723,0.0010226,0.0043867,-0.00016578,0.00080423,-0.00074333,-0.0010267,-0.0026541,-0.0012622,-0.00088218,-0.00075949,7.4513e-05,0.00029008,0.00020758,-3.8544e-05,-0.00015643,-0.00014794,-5.6056e-06,9.6537e-05,4.5657e-05,4.1532e-05,4.4379e-05,-1.3608e-05,8.0306e-06,1.2898e-05,0
-3.767,-18.995,6.1979,2.6296,0.51241,0.97726,-0.20785,0.053142,-0.27971,-0.15348,-0.58651,-0.30762,-0.23379,-0.15762,-0.020211,-0.071683,0.016865,0.010228,0.0020144,0.0038911,7.9149e-05,0.0010857,-0.0007235,-0.00067492,-0.0021244,-0.00062699,-0.00053967,-0.00057398,2.0068e-05,7.1098e-05,2.7216e-05,-0.00013721,-0.00017616,-3.9918e-05,3.9023e-05,1.9651e-05,-7.1956e-05,-9.3838e-05,-8.9165e-05,-5.6701e-05,-8.1849e-05,-7.4678e-05,0
-3.1032,-17.951,6.5773,2.1641,0.37085,0.83122,-0.34814,0.077753,-0.25222,-0.15906,-0.59326,-0.33701,-0.24298,-0.17021,-0.017475,-0.069633,0.017718,0.0094738,0.0022519,0.0040526,-0.00048086,0.00080929,-0.00059473,-0.00088237,-0.0025496,-0.0011266,-0.00085638,-0.00088695,4.4366e-05,7.9101e-05,-4.1239e-05,-0.00020611,-0.0001107,-0.00012892,-0.00014321,-2.1247e-06,3.6366e-05,-7.2448e-05,-8.7202e-05,-3.9395e-05,1.734e-06,-2.8714e-05,0
-3.2691,-18.087,6.5256,2.1751,0.41407,0.89805,-0.40171,-0.019609,-0.23185,-0.060054,-0.57272,-0.3452,-0.21293,-0.1428,-0.01598,-0.069112,0.018574,0.010402,0.0028142,0.0042232,-0.00028368,0.00097835,-0.00085884,-0.0009295,-0.0022307,-0.00064137,-0.00065428,-0.00083555,0.00075232,0.0005325,0.00034519,1.5481e-05,0.00012758,0.00013664,8.4838e-06,7.4766e-06,-3.6032e-05,-0.00010557,-3.515e-05,7.4365e-05,-3.1698e-05,-0.00011113,0
-3.1228,-17.901,6.496,2.1208,0.5778,1.0041,-0.34068,0.0076229,-0.26293,-0.11788,-0.5709,-0.33961,-0.18329,-0.072494,-0.017451,-0.069746,0.018229,0.010578,0.0027048,0.0039809,-0.00043128,0.0011301,-0.00056421,-0.00058355,-0.0020674,-0.00067687,-0.0004769,-0.00047895,0.00020241,0.00030515,0.00020531,-1.5556e-05,-1.0724e-05,-5.3607e-05,-6.8957e-05,7.8401e-05,6.0439e-05,1.9873e-05,5.8554e-05,8.0151e-05,2.3491e-05,8.858e-06,0
